Quote
being a writer is a very peculiar sort of a job its always you versus a blank sheet of paper or a blank screen and quite often the blank piece of paper wins
writing is like sex first you do it for love then you do it for your friends and then you do it for money
i write to give myself strength i write to be the characters that i am not i write to explore all the things im afraid of
you should write because you love the shape of stories and sentences and the creation of different words on a page writing comes from reading and reading is the finest teacher of how to write
this is how you do it you sit down at the keyboard and you put one word after another until its done its that easy and that hard
a wellcomposed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way
imagination is like a muscle i found out that the more i wrote the bigger it got
women want love to be a novel men a short story
you cant wait for inspiration you have to go after it with a club
always be a poet even in prose
a short story is a different thing altogether a short story is like a quick kiss in the dark from a stranger
the role of a writer is not to say what we can all say but what we are unable to say
thats what fiction is for its for getting at the truth when the truth isnt sufficient for the truth
if my doctor told me i had only six minutes to live i wouldnt brood id type a little faster
ordinary life is pretty complex stuff
i write differently from what i speak i speak differently from what i think i think differently from the way i ought to think and so it all proceeds into deepest darkness
write what you know that should leave you with a lot of free time
the true alchemists do not change lead into gold they change the world into words
write the kind of story you would like to read people will give you all sorts of advice about writing but if you are not writing something you like no one else will like it either
everywhere i go im asked if i think the university stifles writers my opinion is that they dont stifle enough of them theres many a bestseller that could have been prevented by a good teacher
a short story is a love affair a novel is a marriage a short story is a photograph a novel is a film
if you do not breathe through writing if you do not cry out in writing or sing in writing then dont write because our culture has no use for it
cut out all these exclamation points an exclamation point is like laughing at your own joke
the purpose of a writer is to keep civilization from destroying itself
so what all writers are lunatics
i was a late bloomer but anyone who blooms at all ever is very lucky
make up a story for our sake and yours forget your name in the street tell us what the world has been to you in the dark places and in the light dont tell us what to believe what to fear show us beliefs wide skirt and the stitch that unravels fears caul
people love a happy ending so every episode i will explain once again that i dont like people and then mal will shoot someone someone we like and their puppy
a little talent is a good thing to have if you want to be a writer but the only real requirement is the ability to remember every scar
a book is made from a tree it is an assemblage of flat flexible parts still called leaves imprinted with dark pigmented squiggles one glance at it and you hear the voice of another person perhaps someone dead for thousands of years across the millennia the author is speaking clearly and silently inside your head directly to you writing is perhaps the greatest of human inventions binding together people citizens of distant epochs who never knew one another books break the shackles of tim
description begins in the writers imagination but should finish in the readers
i havent any right to criticize books and i dont do it except when i hate them i often want to criticize jane austen but her books madden me so that i cant conceal my frenzy from the reader and therefore i have to stop every time i begin every time i read pride and prejudice i want to dig her up and beat her over the skull with her own shinbone
ideas are like rabbits you get a couple and learn how to handle them and pretty soon you have a dozen
words do not express thoughts very well they always become a little different immediately after they are expressed a little distorted a little foolish
write what should not be forgotten
learn the rules like a pro so you can break them like an artist
by now it is probably very late at night and you have stayed up to read this book when you should have gone to sleep if this is the case then i commend you for falling into my trap it is a writers greatest pleasure to hear that someone was kept up until the unholy hours of the morning reading one of his books it goes back to authors being terrible people who delight in the suffering of others plus we get a kickback from the caffeine industry
writing isnt about making money getting famous getting dates getting laid or making friends in the end its about enriching the lives of those who will read your work and enriching your own life as well its about getting up getting well and getting over getting happy okay getting happy
i hate writing i love having written
find out the reason that commands you to write see whether it has spread its roots into the very depth of your heart confess to yourself you would have to die if you were forbidden to write
if you cant annoy somebody there is little point in writing
this is what love does it makes you want to rewrite the world it makes you want to choose the characters build the scenery guide the plot the person you love sits across from you and you want to do everything in your power to make it possible endlessly possible and when its just the two of you alone in a room you can pretend that this is how it is this is how it will be
i love writing i love the swirl and swing of words as they tangle with human emotions
you know its hard work to write a book i cant tell you how many times i really get going on an idea then my quill breaks or i spill ink all over my writing tunic
i have claimed that escape is one of the main functions of fairystories and since i do not disapprove of them it is plain that i do not accept the tone of scorn or pity with which escape is now so often used why should a man be scorned if finding himself in prison he tries to get out and go home or if he cannot do so he thinks and talks about other topics than jailers and prisonwalls
easy reading is damn hard writing
fiction is art and art is the triumph over chaos to celebrate a world that lies spread out around us like a bewildering and stupendous dream
writing a book is a horrible exhausting struggle like a long bout with some painful illness one would never undertake such a thing if one were not driven on by some demon whom one can neither resist nor understand
great writers are indecent peoplethey live unfairlysaving the best part for paper good human beings save the worldso that bastards like me can keep creating artbecome immortal if you read this after i am deadit means i made it
one always has a better book in ones mind than one can manage to get onto paper
the reason that fiction is more interesting than any other form of literature to those who really like to study people is that in fiction the author can really tell the truth without humiliating himself
amateurs sit and wait for inspiration the rest of us just get up and go to work
any word you have to hunt for in a thesaurus is the wrong word there are no exceptions to this rule
you dont write about the horrors of war no you write about a kids burnt socks lying in the road
writing is something you do alone its a profession for introverts who want to tell you a story but dont want to make eye contact while doing it thoughts from places the tour nerdfighteria wiki january 17 2012
which of us has not felt that the character we are reading in the printed page is more real than the person standing beside us
a good writer possesses not only his own spirit but also the spirit of his friends
you always get more respect when you dont have a happy ending
everybody does have a book in them but in most cases thats where it should stay
when you make music or write or create its really your job to have mindblowing irresponsible condomless sex with whatever idea it is youre writing about at the time
a nonwriting writer is a monster courting insanity letter to max brod july 5 1922
a woman knows very well that though a wit sends her his poems praises her judgment solicits her criticism and drinks her tea this by no means signifies that he respects her opinions admires her understanding or will refuse though the rapier is denied him to run through the body with his pen
a woman must have money and a room of her own if she is to write fiction
my aim is to put down on paper what i see and what i feel in the best and simplest way
perfectionism is the voice of the oppressor the enemy of the people it will keep you cramped and insane your whole life and it is the main obstacle between you and a shitty first draft i think perfectionism is based on the obsessive belief that if you run carefully enough hitting each steppingstone just right you wont have to die the truth is that you will die anyway and that a lot of people who arent even looking at their feet are going to do a whole lot better than you and have a lot more fun while theyre doing it
the good writers touch life often the mediocre ones run a quick hand over her the bad ones rape her and leave her for the flies
in writing you must kill all your darlings
a good novel tells us the truth about its hero but a bad novel tells us the truth about its author
the only way you can write the truth is to assume that what you set down will never be read not by any other person and not even by yourself at some later date otherwise you begin excusing yourself you must see the writing as emerging like a long scroll of ink from the index finger of your right hand you must see your left hand erasing it
some moments are nice some arenicer some are even worthwritingabout
all i need is a sheet of paperand something to write with and theni can turn the world upside down
you do not immortalize the lost by writing about them language buries but does not resurrect
we can destroy what we have written but we cannot unwrite it
no one says a novel has to be one thing it can be anything it wants to be a vaudeville show the six oclock news the mumblings of wild men saddled by demons
cynics are simply thwarted romantics
the most valuable of all talents is that of never using two words when one will do
write with the door closed rewrite with the door open
closed in a room my imagination becomes the universe and the rest of the world is missing out
a good poem is a contribution to reality the world is never the same once a good poem has been added to it a good poem helps to change the shape of the universe helps to extend everyones knowledge of himself and the world around him
some things are hard to write about after something happens to you you go to write it down and either you over dramatize it or underplay it exaggerate the wrong parts or ignore the important ones at any rate you never write it quite the way you want to
i write for the same reason i breathe because if i didnt i would die
make it dark make it grim make it tough but then for the love of god tell a joke
writing is a way of talking without being interrupted
your intuition knows what to write so get out of the way
anger its a paralyzing emotion you cant get anything done people sort of think its an interesting passionate and igniting feeling i dont think its any of that its helpless its absence of control and i need all of my skills all of the control all of my powers and anger doesnt provide any of that i have no use for it whatsoever interview with cbs radio host don swaim september 15 1987
perhaps i write for no one perhaps for the same person children are writing for when they scrawl their names in the snow
a small daily task if it be really daily will beat the labours of a spasmodic hercules
it has often been saidtheres so much to be readyou never can cramall those words in your head so the writer who breedsmore words than he needsis making a chorefor the reader who reads thats why my belief isthe briefer the brief isthe greater the sighof the readers relief is and thats why your bookshave such power and strength you publish with shorthshorth is better than length
my task which i am trying to achieve is by the power of the written word to make you hear to make you feelit is before all to make you see
most of the basic material a writer works with is acquired before the age of fifteen
ive got the key to my castle in the air but whether i can unlock the door remains to be seen
cram your head with characters and stories abuse your library privileges never stop looking at the world and never stop reading to find out what sense other people have made of it if people give you a hard time and tell you to get your nose out of a book tell them youre working tell them its research tell them to pipe down and leave you alone
who is more to be pitied a writer bound and gagged by policemen or one living in perfect freedom who has nothing more to say
when writing a novel thats pretty much entirely what life turns into house burned down car stolen cat exploded did 1500 easy words so all in all it was a pretty good day
poetry is just the evidence of life if your life is burning well poetry is just the ash
a person is a fool to become a writer his only compensation is absolute freedom he has no master except his own soul and that i am sure is why he does it
the first step especially for young people with energy and drive and talent but not money the first step to controlling your world is to control your culture to model and demonstrate the kind of world you demand to live in to write the books make the music shoot the films paint the art
the ability to dream is all i have to give that is my responsibility that is my burden and even i grow tired
writing is utter solitude the descent into the cold abyss of oneself
when i write i feel like an armless legless man with a crayon in his mouth
the hard part about writing a novel is finishing it
in many cases when a reader puts a story aside because it got boring the boredom arose because the writer grew enchanted with his powers of description and lost sight of his priority which is to keep the ball rolling
living with him is like being told a perpetual story his mind is the biggest most imaginative i have ever met i could live in its growing countries forever
the pages are still blank but there is a miraculous feeling of the words being there written in invisible ink and clamoring to become visible
when asked how do you write i invariably answer one word at a time and the answer is invariably dismissed but that is all it is it sounds too simple to be true but consider the great wall of china if you will one stone at a time man thats all one stone at a time but ive read you can see that motherfucker from space without a telescope
the secret of being a bore is to tell everything
anybody who has survived his childhood has enough information about life to last him the rest of his days
a blank piece of paper is gods way of telling us how hard it is to be god
a book is a suicide postponed
grand theres a word i really hate its a phony i could puke every time i hear it
its okay to disagree with the thoughts or opinions expressed by other people that doesnt give you the right to deny any sense they might make nor does it give you a right to accuse someone of poorly expressing their beliefs just because you dont like what they are saying learn to recognize good writing when you read it even if it means overcoming your pride and opening your mind beyond what is comfortable
the person who writes for fools is always sure of a large audience
deliver me from writers who say the way they live doesnt matter im not sure a bad person can write a good book if art doesnt make us better then what on earth is it for
i have only made this letter longer because i have not had the time to make it shorter letter 16 1657
a story is a letter that the author writes to himself to tell himself things that he would be unable to discover otherwise
a writer and i believe generally all persons must think that whatever happens to him or her is a resource all things have been given to us for a purpose and an artist must feel this more intensely all that happens to us including our humiliations our misfortunes our embarrassments all is given to us as raw material as clay so that we may shape our art
one should use common words to say uncommon things
the soul should always stand ajar ready to welcome the ecstatic experience
there comes a time in your life when you have to choose to turn the page write another book or simply close it
you can fix anything but a blank page
better to write for yourself and have no public than to write for the public and have no self the new statesman february 25 1933
a writer is a person who cares what words mean what they say how they say it writers know words are their way towards truth and freedom and so they use them with care with thought with fear with delight by using words well they strengthen their souls storytellers and poets spend their lives learning that skill and art of using words well and their words make the souls of their readers stronger brighter deeper
art never responds to the wish to make it democratic it is not for everybody it is only for those who are willing to undergo the effort needed to understand it
so long as you write what you wish to write that is all that matters and whether it matters for ages or only for hours nobody can say
e l doctorow said once said that writing a novel is like driving a car at night you can see only as far as your headlights but you can make the whole trip that way you dont have to see where youre going you dont have to see your destination or everything you will pass along the way you just have to see two or three feet ahead of you this is right up there with the best advice on writing or life i have ever heard
write what disturbs you what you fear what you have not been willing to speak about be willing to be split open
writing is a form of therapy sometimes i wonder how all those who do not write compose or paint can manage to escape the madness melancholia the panic and fear which is inherent in a human situation
for it would seem her case proved it that we write not with the fingers but with the whole person the nerve which controls the pen winds itself about every fibre of our being threads the heart pierces the liver
if you expect to succeed as a writer rudeness should be the secondtoleast of your concerns the least of all should be polite society and what it expects if you intend to write as truthfully as you can your days as a member of polite society are numbered anyway
my books are water those of the great geniuses is wine everybody drinks water
how do i know what i think until i see what i say
writing a novel is a terrible experience during which the hair often falls out and the teeth decay im always irritated by people who imply that writing fiction is an escape from reality it is a plunge into reality and its very shocking to the system
ideas arent magical the only tricky part is holding on to one long enough to get it written down
as for literary criticism in general i have long felt that any reviewer who expresses rage and loathing for a novel or a play or a poem is preposterous he or she is like a person who has put on full armor and attacked a hot fudge sundae or a banana split
i write entirely to find out what im thinking what im looking at what i see and what it means what i want and what i fear
a scrupulous writer in every sentence that he writes will ask himself at least four questions thus 1 what am i trying to say 2 what words will express it 3 what image or idiom will make it clearer 4 is this image fresh enough to have an effect
if you want to change the world pick up your pen and write
concentrate on what you want to say to yourself and your friends follow your inner moonlight dont hide the madness you say what you want to say when you dont care whos listening
its none of their business that you have to learn how to write let them think you were born that way
the best time for planning a book is while youre doing the dishes
he asked what makes a man a writer well i said its simple you either get it down on paper or jump off a bridge
write about the emotions you fear the most
if you want to be a writerstop talking about it and sit down and write
there is creative reading as well as creative writing
to write well express yourself like the common people but think like a wise man
all that i hope to say in books all that i ever hope to say is that i love the world
sometimes writing is running downhill your fingers jerking behind you on the keyboard the way your legs do when they cant quite keep up with gravity
kill your darlings kill your darlings even when it breaks your egocentric little scribblers heart kill your darlings
definition of rock journalism people who cant write doing interviews with people who cant think in order to prepare articles for people who cant read
everybody is talented because everybody who is human has something to express
i felt after i finished slaughterhousefive that i didnt have to write at all anymore if i didnt want to it was the end of some sort of career i dont know why exactly i suppose that flowers when theyre through blooming have some sort of awareness of some purpose having been served flowers didnt ask to be flowers and i didnt ask to be me at the end of slaughterhousefivei had a shuttingoff feelingthat i had done what i was supposed to do and everything was ok
a story has no beginning or end arbitrarily one chooses that moment of experience from which to look back or from which to look ahead
writing is a job a talent but its also the place to go in your head it is the imaginary friend you drink your tea with in the afternoon
writers block is a fancy term made up by whiners so they can have an excuse to drink alcohol
when youre missing a peice of yourself aching gut wrenching emptiness begins to take over until you find the link that completes your very soul the feeling will never go away most people find a way to fill this void material possessions a string of relationships affairs food i bare my soul with words for all to see
literature was not born the day when a boy crying wolf wolf came running out of the neanderthal valley with a big gray wolf at his heels literature was born on the day when a boy came crying wolf wolf and there was no wolf behind him
i embrace the label of bad feminist because i am human i am messy im not trying to be an example i am not trying to be perfect i am not trying to say i have all the answers i am not trying to say im right i am just tryingtrying to support what i believe in trying to do some good in this world trying to make some noise with my writing while also being myself
she was a beautiful dreamer the kind of girl who kept her head in the clouds loved above the stars and left regret beneath the earth she walked on
a professional writer is an amateur who didnt quit
with writing we have second chances
put down everything that comes into your head and then youre a writer but an author is one who can judge his own stuffs worth without pity and destroy most of it casual chance 1964
after writing a story i was always empty and both sad and happy as though i had made love and i was sure this was a very good story although i would not know truly how good until i read it over the next day
poems are never finished just abandoned
theres no such thing as perfect writing just like theres no such thing as perfect despair
imagine the people who believe such things and who are not ashamed to ignore totally all the patient findings of thinking minds through all the centuries since the bible was written and it is these ignorant people the most uneducated the most unimaginative the most unthinking among us who would make themselves the guides and leaders of us all who would force their feeble and childish beliefs on us who would invade our schools and libraries and homes i personally resent it bitterly
thats all we have finally the words and they had better be the right ones
if a writer falls in love with you you can never die
when writing a novel a writer should create living people people not characters a character is a caricature
you cannot hope to sweep someone else away by the force of your writing until it has been done to you
written words can also sing
when however one reads of a witch being ducked of a woman possessed by devils of a wise woman selling herbs or even of a very remarkable man who had a mother then i think we are on the track of a lost novelist a suppressed poet of some mute and inglorious jane austen some emily bronte who dashed her brains out on the moor or mopped and mowed about the highways crazed with the torture that her gift had put her to indeed i would venture to guess that anon who wrote so many poems without signing them was often a woman
i have always had more dread of a pen a bottle of ink and a sheet of paper than of a sword or pistol
the story is always better than your ability to write it
in old days books were written by men of letters and read by the public nowadays books are written by the public and read by nobody
i write almost always in the third person and i dont think the narrator is male or female anyway theyre both and young and old and wise and silly and sceptical and credulous and innocent and experienced all at once narrators are not even human theyre sprites
read a thousand books and your words will flow like a river
literature is strewn with the wreckage of those who have minded beyond reason the opinion of others
if i do not write to empty my mind i go mad
if you have any young friends who aspire to become writers the second greatest favor you can do them is to present them with copies of the elements of style the first greatest of course is to shoot them now while theyre happy
i dont profess any religion i dont think its possible that there is a god i have the greatest difficulty in understanding what is meant by the words spiritual or spirituality interview the new yorker dec 26 2005
whats writing really about its about trying to take fuller possession of the reality of your life
this tremendous world i have inside of me how to free myself and this world without tearing myself to pieces and rather tear myself to a thousand pieces than be buried with this world within me
indeed learning to write may be part of learning to read for all i know writing comes out of a superior devotion to reading
some books are undeservedly forgotten none are undeservedly remembered
i want to write because i have the urge to excel in one medium of translation and expression of life i cant be satisfied with the colossal job of merely living oh no i must order life in sonnets and sestinas and provide a verbal reflector for my 60watt lighted head
i need solitude for my writing not like a hermit that wouldnt be enough but like a dead man
i have an idea that the only thing which makes it possible to regard this world we live in without disgust is the beauty which now and then men create out of the chaos the pictures they paint the music they compose the books they write and the lives they lead of all these the richest in beauty is the beautiful life that is the perfect work of art
if you show someone something youve written you give them a sharpened stake lie down in your coffin and say when youre ready
there is no rule on how to write sometimes it comes easily and perfectly sometimes its like drilling rock and then blasting it out with charges
at night when the objective world has slunk back into its cavern and left dreamers to their own there come inspirations and capabilities impossible at any less magical and quiet hour no one knows whether or not he is a writer unless he has tried writing at night
if the word doesnt exist invent it but first be sure it doesnt exist
writing simply means no dependent clauses no dangling things no flashbacks and keeping the subject near the predicate we throw in as many fresh words we can get away with simple short sentences dont always work you have to do tricks with pacing alternate long sentences with short to keep it vital and alive virtually every page is a cliffhangeryouve got to force them to turn it
a good story is always more dazzling than a broken piece of truth
first forget inspiration habit is more dependable habit will sustain you whether youre inspired or not habit will help you finish and polish your stories inspiration wont habit is persistence in practice
it is my ambition to say in ten sentences what others say in a whole book
i am irritated by my own writing i am like a violinist whose ear is true but whose fingers refuse to reproduce precisely the sound he hears within
go for broke always try and do too much dispense with safety nets take a deep breath before you begin talking aim for the stars keep grinning be bloodyminded argue with the world and never forget that writing is as close as we get to keeping a hold on the thousand and one thingschildhood certainties cities doubts dreams instants phrases parents lovesthat go on slipping like sand through our fingers
writers are the exorcists of their own demons
everyone is born creative everyone is given a box of crayons in kindergarten then when you hit puberty they take the crayons away and replace them with dry uninspiring books on algebra history etc being suddenly hit years later with the creative bug is just a wee voice telling you id like my crayons back please
collect books even if you dont plan on reading them right away nothing is more important than an unread library
fiction was invented the day jonah arrived home and told his wife that he was three days late because he had been swallowed by a whale
all stories are about wolves all worth repeating that is anything else is sentimental drivel all of themsure he says think about it theres escaping from the wolves fighting the wolves capturing the wolves taming the wolves being thrown to the wolves or throwing others to the wolves so the wolves will eat them instead of you running with the wolf pack turning into a wolf best of all turning into the head wolf no other decent stories exist
making love to me is amazing wait i meant making love to me is amazing the absence of two little commas nearly transformed me into a sex god
when youre socially awkward youre isolated more than usual and when youre isolated more than usual your creativity is less compromised by what has already been said and done all your hope in life starts to depend on your craft so you try to perfect it one reason i stay isolated more than the average person is to keep my creativity as fierce as possible being the odd one out may have its temporary disadvantages but more importantly it has its permanent advantages
a good book isnt written its rewritten
we who make stories know that we tell lies for a living but they are good lies that say true things and we owe it to our readers to build them as best we can because somewhere out there is someone who needs that story someone who will grow up with a different landscape who without that story will be a different person and who with that story may have hope or wisdom or kindness or comfort and that is why we write
writing a book is an adventure to begin with it is a toy and an amusement then it becomes a mistress then it becomes a master then it becomes a tyrant the last phase is that just as you are about to be reconciled to your servitude you kill the monster and fling him to the public
the funny thing about writing is that whether youre doing well or doing it poorly it looks the exact same thats actually one of the main ways that writing is different from ballet dancing
the person born with a talent they are meant to use will find their greatest happiness in using it
a story was a form of telepathy by means of inking symbols onto a page she was able to send thoughts and feelings from her mind to her readers it was a magical process so commonplace that no one stopped to wonder at it
some editors are failed writers but so are most writers
the writing of somemenis like a vast bridgethat carries youoverthe many thingsthat claw and tear the wine of forever
some writers enjoy writing i am told not me i enjoy having written
writing is like prostitution first you do it for love and then for a few close friends and then for money
an artist is someone who can hold two opposing viewpoints and still remain fully functional
i know i was writing stories when i was five i dont remember what i did before that just loafed i suppose
thirty years ago my older brother who was ten years old at the time was trying to get a report written on birds that hed had three months to write which was due the next day we were out at our family cabin in bolinas and he was at the kitchen table close to tears surrounded by binder paper and pencils and unopened books about birds immobilized by the hugeness of the task ahead then my father sat down beside him put his arm around my brothers shoulder and said bird by bird buddy just take it bird by bird
you cant blame a writer for what the characters say
a successful book is not made of what is in it but what is left out of it
nothings a better cure for writers block than to eat ice cream right out of the carton
i read the way a person might swim to save his or her life i wrote that way too
it had been startling and disappointing to me to find out that story books had been written by people that books were not natural wonders coming up of themselves like grass yet regardless of where they come from i cannot remember a time when i was not in love with them with the books themselves cover and binding and the paper they were printed on with their smell and their weight and with their possession in my arms captured and carried off to myself still illiterate i was ready for them committed to all the reading i could give them
invention it must be humbly admitted does not consist in creating out of void but out of chaos
then you should say what you mean the march hare went on i do alice hastily replied at leastat least i mean what i saythats the same thing you know not the same thing a bit said the hatter you might just as well say that i see what i eat is the same thing as i eat what i see
any writer worth his salt writes to please himself its a selfexploratory operation that is endless an exorcism of not necessarily his demon but of his divine discontent
death is the easy part the hard part is living and knowing you could be so much more then youre willing to be
we photograph things in order to drive them out of our minds my stories are a way of shutting my eyes
when a poet digs himself into a hole he doesnt climb out he digs deeper enjoys the scenery and comes out the other side enlightened
i want to live the rest of my life however long or short with as much sweetness as i can decently manage loving all the people i love and doing as much as i can of the work i still have to do i am going to write fire until it comes out of my ears my eyes my noseholeseverywhere until its every breath i breathe im going to go out like a fucking meteor
write while the heat is in you the writer who postpones the recording of his thoughts uses an iron which has cooled to burn a hole with he cannot inflame the minds of his audience
why did i write because i found life unsatisfactory
dont give people what they want give them what they need
writing is the only thing that when i do it i dont feel i should be doing something else
my bursting heart must find vent at my pen
when we are in love we are convinced nobody else will do but as time goes others do do and often do do much much better
only those things are beautiful which are inspired by madness and written by reason
unless the sun inside you is burning your gut dont do it
writing fiction is the act of weaving a series of lies to arrive at a greater truth
a good short story would take me out of myself and then stuff me back in outsized now and uneasy with the fit
immature poets imitate mature poets steal
i have no taste for either poverty or honest labor so writing is the only recourse left for me
no black woman writer in this culture can write too much indeed no woman writer can write too much no woman has ever written enough
you must keep sending work out you must never let a manuscript do nothing but eat its head off in a drawer you send that work out again and again while youre working on another one if you have talent you will receive some measure of success but only if you persist
when all the details fit in perfectly something is probably wrong with the story
this diary is my kief hashish and opium pipe this is my drug and my vice
writing is magic as much the water of life as any other creative art the water is free so drink drink and be filled up
personally i think that grammar is a way to attain beauty
appearance blinds whereas words reveal
a writer only begins a book a reader finishes it
a poem begins with a lump in the throat a homesickness or a love sickness it is a reachingout toward expression an effort to find fulfillment a complete poem is one where an emotion has found its thought and the thought has found words
the first draft is just you telling yourself the story
writing is like getting married one should never commit oneself until one is amazed at ones luck
good description is a learned skill one of the prime reasons why you cannot succeed unless you read a lot and write a lot its not just a question of howto you see its also a question of how much to reading will help you answer how much and only reams of writing will help you with the how you can learn only by doing
true alchemy lies in this formula your memory and your senses are but the nourishment of your creative impulse
research is formalized curiosity it is poking and prying with a purpose
after the first glass of vodkayou can accept just about anythingof life even your own mysteriousnessyou think it is nice that a boxof matches is purple and brown and is called la petite and comes from swedenfor they are words that you know and that is all you know words not their feelings or what they mean and you write because you know them not because you understand them because you dont you are stupid and lazy and will never be great but you do what you know because what else is there
